רשות מקומית,סוג מתקן,שם המתקן,שכונה-רובע,רחוב,מספר בית,גוף מפעיל המתקן,טלפון איש קשר,שנת הקמה,משרת בית ספר,X_GEO,Y_GEO
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כדורסל  -  מכללת שמידט - בי''ס לבנות,מזרח ירושלים,שער שכם,2,מכללת שמידט - בי''ס לבנות,02-6282032,1970,מכללת שמידט - בי''ס לבנות,31.78132884,35.23065134
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כדורסל  -  מלון רמת רחל,רמת רחל,קיבוץ רמת רחל ד.נ. צפון יהודה,,מלון רמת רחל,02-6702555,1970,,31.73822271,35.21681506
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כדורסל  -  מנהל קהילתי רוממה,רוממה,זכרון יעקב,5,מנהל קהילתי רוממה,02-5302727,1970,,31.79558057,35.20108927
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כדורסל  -  מרכז ברלין,קריית האומה,אלוף שאלתיאל,2,מרכז ברלין,02-6250688,1970,,31.78484868,35.20689662
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כדורסל  -  נווה יעקב המאוחד בי''ס,נווה יעקב,שדרות נוה יעקב,36,נווה יעקב המאוחד בי''ס,02-5833624,1970,נווה יעקב המאוחד בי''ס,31.83778179,35.23954109
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כדורסל  -  נתיב מאיר עירוני - בי''ס,בית וגן,הפסגה,7,נתיב מאיר עירוני - בי''ס,02-6424536,1970,נתיב מאיר עירוני - בי''ס,31.77059776,35.18293306
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כדורסל  -  סאלד - בי''ס,קטמון הישנה,כט בנובמבר,6,סאלד - בי''ס,02-5633675,1970,סאלד - בי''ס,31.766631,35.21544653
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כדורסל  -  סכאכיני - בי''ס לבנות,מזרח ירושלים,שער הפרחים,,סכאכיני - בי''ס לבנות,02-6273748,1970,סכאכיני - בי''ס לבנות,31.78159855,35.23445219
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כדורסל  -  ספורטכל תלפיות מזרח - ארמון הנציב,ארמון הנציב,פיינשטיין,,ספורטכל תלפיות מזרח - ארמון הנציב,,1970,,31.74624593,35.23570726
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כדורסל  -  עבדאלה -בי''ס,מזרח ירושלים,שיח גראח,1,עבדאלה -בי''ס,02-5828318,1970,עבדאלה -בי''ס,31.79530757,35.22970494
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כדורסל  -  עיסוויה - בי''ס לבנים,מזרח ירושלים,עיסוויה,1,עיסוויה - בי''ס לבנים,02-5819322,1970,עיסוויה - בי''ס לבנים,31.79999051,35.2527266
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כדורסל  -  פרדס,רמות אשכול,ככר זלמן ארן,7,פרדס,02-5813819,1970,פרדס,31.80216225,35.22590517
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כדורסל  -  פריר - בי'ס,מזרח ירושלים,שער שכם,,פריר - בי'ס,02-6282321,1970,פריר - בי'ס,31.78132884,35.23065134
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כדורסל  -  קרית נוער ירושלים - בי''ס,בית וגן,הרב פרנק,20,קרית נוער ירושלים - בי''ס,02-6441211,1970,קרית נוער ירושלים - בי''ס,31.76293247,35.18536263
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כדורסל  -  רמות ב - בי''ס ע''ש יונתן נתניהו,רמות אלון,בובליק גדליה,26,רמות ב - בי''ס ע''ש יונתן נתניהו,02-5861869,1970,רמות ב - בי''ס ע''ש יונתן נתניהו,31.81451922,35.20256718
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כדורסל  -  רמת שרת - מנשה אלישר,רמת שרת,שרת משה,1,רמת שרת - מנשה אלישר,02-6432840,1970,רמת שרת - מנשה אלישר,31.75716032,35.18325283
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כדורסל  -  רשידיה - בי''ס,הרובע המוסלמי,שער הפרחים,7,רשידיה - בי''ס,02-6283206,1970,רשידיה - בי''ס,31.78159855,35.23445219
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כדורסל  -  שועפט - בי''ס לבנות,מזרח ירושלים,שועפט,1,שועפט - בי''ס לבנות,02-5814738,1970,שועפט - בי''ס לבנות,31.81577915,35.23055542
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כדורסל  -  שועפט - בי''ס לבנים,מזרח ירושלים,שועפט,1,שועפט - בי''ס לבנים,02-5814737,1970,שועפט - בי''ס לבנים,31.81577915,35.23055542
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כדורסל  -  תדהר - ממ''ד,קטמון,יוסי בן יועזר,24,תדהר - ממ''ד,02-6787805,1970,תדהר - ממ''ד,31.75517802,35.20647367
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כדורסל  -  תיכון עיוני ומכללה טכנולוגית ע''ש דנמרק,קטמון,יהודה הנשיא,26,תיכון עיוני ומכללה טכנולוגית ע''ש דנמרק,02-6788422,1970,תיכון עיוני ומכללה טכנולוגית ע''ש דנמרק,31.75454674,35.20372945
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כדורסל  -  תת אתר''י,רמות אלון,רקנטי אברהם,345,תת אתר''י,02-6518849,1970,תת אתר''י,31.82019976,35.18809696
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כדורסל  - מינהל קהילתי רמות אלון,רמות אלון,רקנטי אברהם,6,מינהל קהילתי רמות אלון,02-5865007,1970,,31.81487957,35.19432919
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כדורעף - א טור - בי'ס לבנות,מזרח ירושלים,א טור,1,א טור - בי''ס לבנות,02-6284713,1970,א טור - בי''ס לבנות,31.79773751,35.24829041
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כדורעף - בי'ס אום טובא,מזרח ירושלים,אום טובא,1,אום טובא - בי''ס,02-6716122,1970,אום טובא - בי''ס,31.73307963,35.23274823
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כדורעף - בי'ס אחמד סאמח חאלדי,מזרח ירושלים,א טור,1,אחמד סאמח חאלדי - בי''ס,02-6714315,1970,אחמד סאמח חאלדי - בי''ס,31.79773751,35.24829041
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כדורעף - בי'ס אלמאמוניה לבנות,מזרח ירושלים,שער הפרחים,1,אלמאמוניה - בי'ס לבנות,02-6283530,1970,אלמאמוניה - בי'ס לבנות,31.78159855,35.23445219
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כדורעף - בי'ס אל-קודס בנות,מזרח ירושלים,שיך א צאלח,,אל-קודס - בי'ס לבנות,02-6282016,1970,אל-קודס - בי'ס לבנות,31.78917229,35.24110654
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כדורעף - ג'ינוגלי - בי''ס תורני מעלה,הגבעה הצרפתית,לוחמי הגטאות,7,ג'ינוגלי - בי''ס תורני מעלה,,1970,ג'ינוגלי - בי''ס תורני מעלה,31.80143779,35.23942178
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כדורעף - סליגסברג,ארמון הנציב,רזיאל דוד,29,ביה''ס המקיף העירוני הדסה ע''ש סליגסברג - ברנדייס,02-6732874,1970,ביה''ס המקיף העירוני הדסה ע''ש סליגסברג - ברנדייס,31.75084583,35.2337035
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כדורעף  -  היאט - מלון,הגבעה הצרפתית,לחי,23,היאט - מלון,02-5331204,1970,,31.79756081,35.23583008
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כדורעף  -  טרסנטה - בי''ס נזירות - מר יוסף,הרובע היהודי,ככר עומר,1,טרסנטה - בי''ס נזירות - מר יוסף,02-6283527,1970,טרסנטה - בי''ס נזירות - מר יוסף,31.77582773,35.23001637
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כדורעף  -  מכללת שמידט - בי''ס לבנות,מזרח ירושלים,שער שכם,2,מכללת שמידט - בי''ס לבנות,02-6282032,1970,מכללת שמידט - בי''ס לבנות,31.78132884,35.23065134
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כדורעף  -  עבדאלה -בי''ס,מזרח ירושלים,שיח גראח,1,עבדאלה -בי''ס,02-5828318,1970,עבדאלה -בי''ס,31.79530757,35.22970494
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כדורעף  -  פריר - בי'ס,מזרח ירושלים,שער שכם,,פריר - בי'ס,02-6282321,1970,פריר - בי'ס,31.78132884,35.23065134
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כדורעף  -  שועפט - בי''ס לבנות,מזרח ירושלים,שועפט,1,שועפט - בי''ס לבנות,02-5814738,1970,שועפט - בי''ס לבנות,31.81577915,35.23055542
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כדורעף  -  שועפט - בי''ס לבנים,מזרח ירושלים,שועפט,1,שועפט - בי''ס לבנים,02-5814737,1970,שועפט - בי''ס לבנים,31.81577915,35.23055542
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש כללי - אורט מינקוף,מלחה,הדישון,25,אורט מינקוף,02-6796942,1970,אורט מינקוף,31.7540036,35.1817759
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש כללי - בי'ס אגרון גרשון,קריית יובל,זנגויל ישראל,29,אגרון גרשון - בי''ס,02-6411444,1970,אגרון גרשון - בי''ס,31.76257029,35.17744603
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש כללי - בי'ס אהבת ישראל,תלפיות,דרך בית לחם,132,אהבת ישראל - בי''ס,02-6716536,1970,אהבת ישראל - בי'ס,31.7489546,35.21776634
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש כללי - בי'ס בית חינוך עירוני ג',קטמון הישנה,כט בנובמבר,13,בית חינוך עירוני - בי''ס,02-5617711,1970,בית חינוך עירוני - בי''ס,31.7660898,35.21650206
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש כללי - בי'ס בית חינוך עירוני ג',קטמון הישנה,כט בנובמבר,13,בית חינוך עירוני - בי''ס,02-5617711,1970,בית חינוך עירוני - בי''ס,31.7660898,35.21650206
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כללי - בי'ס בית חנינא לבנות,מזרח ירושלים,קצנלסון יצחק,1,בית חנינא - בי''ס לבנות,02-5854642,1970,בית חנינא - בי''ס לבנות,31.83057192,35.20647526
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כללי - בי'ס גאולים א',בקעה,קיבוץ גלויות,4,גאולים א' - בי''ס,02-6733879,1970,גאולים א' - בי''ס,31.75598889,35.21882282
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש כללי - בי'ס גאולים א',בקעה,קיבוץ גלויות,4,גאולים א' - בי''ס,02-6733879,1970,גאולים א' - בי''ס,31.75598889,35.21882282
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כללי - בי''ס לבנות אל מולוויה,מזרח ירושלים,עקבת אל מלאויה,1,אל מולוויה - בי''ס לבנות,02-6284091,1970,אל מולוויה - בי''ס לבנות,31.78132848,35.23234057
ירושלים,מגרש כדורסל – 19X32 מ',"מגרש כללי - בית יעקב, אוהל רחל",רמות אלון,רקנטי אברהם,345,בית יעקב - אוהל רחל,02-5863083,1970,בית יעקב - אוהל רחל,31.82092124,35.18820246
ירושלים,מגרש כדורסל – 19X32 מ',"מגרש כללי - בית יעקב, בית ישראל",בית ישראל,לפידות,17,בית יעקב - בית ישראל,02-5382974,1970,בית יעקב - בית ישראל,31.78953711,35.2217844
ירושלים,מגרש כדורסל – 19X32 מ',"מגרש כללי - בית יעקב, נווה יעקב",נווה יעקב,מעגלות הרב פרדס,39,בית יעקב - נווה יעקב,02-5850008,1970,בית יעקב - נווה יעקב,31.83868183,35.24556304
ירושלים,מגרש כדורסל – 19X32 מ',"מגרש כללי - בית יעקב, סנהדריה",סנהדריה,מעגלי הרים לוין,25,בית יעקב - סנהדריה,02-5818208,1970,בית יעקב - סנהדריה,31.80315554,35.21619004
ירושלים,מגרש כדורסל – 19X32 מ',"מגרש כללי - בית יעקב, עזרת תורה",סנהדריה,אהלי יוסף,15,בית יעקב - עזרת תורה,02-5372389,1970,בית יעקב - עזרת תורה,31.79630157,35.21597799
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כללי - ברושים - מ'מ,עין כרם,המעיין,2,ברושים - מ''מ,02-6415741,1970,ברושים - מ''מ,31.76707524,35.16182173
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש כללי - מועדון אל אתחאד,מזרח ירושלים,הפטרארכיה הארמנית,1,אל אתחאד - מועדון,02-6273249,1970,אל אתחאד - מועדון,31.77393392,35.22969914
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש כללי  -  גילה א' - בי''ס,גילה,מבוא נטף,4,גילה א' - בי''ס,02-6763959,1970,גילה א' - בי''ס,31.73452561,35.19919209
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש כללי  -  גן הפעמון,המושבה הגרמנית,דוד המלך,1,גן הפעמון,,1970,,31.76978671,35.22209742
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש כללי  -  גן קוהת,רסקו,שי עגנון,1,גן קוהת,,1970,,31.75905596,35.20562934
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש כללי  -  הימלפרב - בי''ס דתי,בית וגן,תורה ועבודה,6,הימלפרב - בי''ס דתי,02-6421266,1970,הימלפרב - בי''ס דתי,31.76717039,35.1809282
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כללי  -  הניסויי - בי''ס תיכון,מרכז העיר,הלל,30,הניסויי - בי''ס תיכון,02-6275401,1970,הניסויי - בי''ס תיכון,31.77961718,35.21914318
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כללי  -  כרמלי - אדם,המושבה הגרמנית,עמק רפאים,22,כרמלי - אדם,02-5632763,1970,כרמלי - אדם,31.76527763,35.22104098
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כללי  -  כרמלי - אדם,המושבה הגרמנית,עמק רפאים,22,כרמלי - אדם,02-5632763,1970,כרמלי - אדם,31.76527763,35.22104098
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כללי  -  מימון - בי''ס ממ''ד,קריית משה,בן ציון,7,מימון - בי''ס ממ''ד,02-6526051,1970,מימון - בי''ס ממ''ד,31.78872637,35.19644377
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כללי  -  מרכז ברלין,קריית האומה,אלוף שאלתיאל,2,מרכז ברלין,02-36250688,1970,,31.78484868,35.20689662
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש כללי  -  מרכז נוער טכנולוגי,עיר גנים,קוסטה ריקה,15,מרכז נוער טכנולוגי,02-6424655,1970,,31.75499353,35.17206534
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש כללי  -  מרכז שכונתי נווה פת,פת,ברל לוקר,2,מרכז שכונתי נווה פת,02-6786752,1970,,31.75003744,35.20035216
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כללי  -  סלוואן - בי''ס לבנות,מזרח ירושלים,ראס אל עמוד,1,סלוואן - בי''ס לבנות,,1970,סלוואן - בי''ס לבנות,31.77230801,35.2404665
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש כללי  -  פולנסקי,קריית יובל,רינגלבלום,5,פולנסקי,02-6417477,1970,פולנסקי,31.75481363,35.17396524
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש כללי  -  צור בחר - בי''ס מכין לבנים,מזרח ירושלים,צור בחר,1,צור בחר - בי''ס מכין לבנים,02-6714707,1970,צור בחר - בי''ס מכין לבנים,31.73822147,35.22610152
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כללי  -  תלפיות מזרח - בי''ס ממ''ד,תלפיות,קדושי בבל,22,תלפיות מזרח - בי''ס ממ''ד,02-6714797,1970,תלפיות מזרח - בי''ס ממ''ד,31.74732742,35.23855716
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כללי  -  תת הדר ציון,סנהדריה,יחזקאל,38,תת הדר ציון,02-5322515,1970,תת הדר ציון,31.79251327,35.22115142
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כללי  -  תת המסורה,מקור ברוך,תחכמוני,24,תת המסורה,02-5389806,1970,תת המסורה,31.78845582,35.21249272
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כללי  -  תת המסורה,מקור ברוך,תחכמוני,24,תת המסורה,02-5389806,1970,תת המסורה,31.78845582,35.21249272
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כללי  -  תת זוועהיל,שמואל הנביא,שמואל הנביא,26,תת זוועהיל,02-5823013,1970,תת זוועהיל,31.7894463,35.22590224
ירושלים,"אצטדיון/מסלול אתלטיקה קלה – 6-4 מסלולים, 250 או 300 מ'",מגרש כללי  -  תת יקירי ירושלים,מקור ברוך,הטורים,31,תת יקירי ירושלים,02-5825142,1970,תת יקירי ירושלים,31.79044001,35.20985321
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש כללי  -  תת לויכטר,בית וגן,תורה ועבודה,5,תת לויכטר,02-6431607,1970,תת לויכטר,31.76780193,35.18230034
ירושלים,מגרש כדורסל – 19X32 מ',מגרש כללי  -  תת מתיבתא קרית הילד,רוממה,סורוצקין,40,תת מתיבתא קרית הילד,02-5387026,1970,תת מתיבתא קרית הילד,31.79873703,35.20710817
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב - א טור - בי'ס לבנים,מזרח ירושלים,א טור,1,א טור - בי''ס לבנים,02-6284605,1970,א טור - בי''ס לבנים,31.79773751,35.24829041
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב - אוניברסיטה העברית הר הצופים,הר הצופים,הר הצופים,1,אוניברסיטה העברית - הר הצופים,02-5882796,1990,,31.79737991,35.23794192
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב - בי'ס אולפנא לאומניות,מרכז העיר,מסילת ישרים,18,אולפנא לאומניות - בי''ס,02-6236321,1970,אולפנא לאומניות - בי''ס,31.78214274,35.21513162
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב - בי'ס אורט קנדי,מקור חיים,מקור חיים,1,אורט קנדי - בי''ס,02-6782837,1970,אורט קנדי - בי''ס,31.75662061,35.21428432
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב - בי'ס איש שלום,פסגת זאב,תמיר שמואל,74,איש שלום פסגת זאב מערב - בי''ס,02-5836476,1970,איש שלום פסגת זאב מערב - בי''ס,31.82046714,35.23731651
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב - בי'ס אלתורי בנות,מזרח ירושלים,א טור,1,אלתורי בנות - בי''ס,02-6724963,1970,אלתורי בנות - בי''ס,31.79773751,35.24829041
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב - בי'ס אפרתה,תלפיות,יהודה,13,אפרתה - בי''ס,02-6717893,1970,אפרתה - בי''ס,31.75725156,35.21808417
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב - בי'ס בית הכרם,"בית הכרם, י. נוף",מעגל בית המדרש,8,בית הכרם - בי''ס,02-6512155,1970,בית הכרם - בי''ס,31.78196204,35.19053201
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב - בי'ס בית צפפה,בית צפאפא,בית צפאפא דרום,1,בית צפפה - בי''ס,02-6765724,1970,בי'ס בית צפפה,31.74850437,35.20489044
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב - בי'ס בן יהודה מ'מ,תלפיות,נחשון,7,בית הספר בן יהודה- מ''מ,02-6732611,1970,בית הספר בן יהודה- מ''מ,31.76419462,35.22631867
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב - בי'ס ברנדט נווה יעקב ממ'ד,נווה יעקב,בלבן מאיר,6,ברנדט נווה יעקב - בי''ס ממ''ד,02-5833101,1970,ברנדט נווה יעקב - בי''ס ממ''ד,31.84409394,35.24197339
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב - ביה'ס המסורתי,תלפיות,ביתר,8,"בית הספר המסורתי, כי''ח ע''ש ז'ול בראונשוויג",02-6733407,1970,"בית הספר המסורתי, כי''ח ע''ש ז'ול בראונשוויג",31.75454538,35.22315001
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב - ביה'ס פסגת זאב גרנות,פסגת זאב,פלוגת הטנקים,,ביה''ס פסגת זאב גרנות,,1970,ביה''ס פסגת זאב גרנות,31.82984325,35.24735487
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב - בית הלוחם,מלחה,דרך גן חיות,1,בית הלוחם,02-6750000,1988,,31.74985419,35.17713311
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב - בית נוער לזרוס,תלפיות,דרך חברון,134,בית נוער לזרוס,02-6732626,1970,,31.7485037,35.2175552
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב - בית נוער נחלאות,נחלאות,לוד,20,בית נוער נחלאות,02-6241566,1970,,31.78051975,35.20974706
ירושלים,מגרש ספורט משולב – 43X32 מ',"מגרש משולב - בית נוער, עמק רפאים",המושבה הגרמנית,הצפירה,23,בית נוער עמק רפאים,02-5638295,1970,,31.76563901,35.21502418
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב - בית רחל,קריית יובל,אולסוונגר עמונאל,48,בית רחל,02-6430135,1970,,31.76338053,35.17142907
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב - מועדון בית חנינא,מזרח ירושלים,בית חנינה חדשה,1,בית חנינא - מועדון,,1970,בית חנינא - מועדון,31.83057192,35.20647526
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב - מועדון בית חנינא,מזרח ירושלים,בית חנינה חדשה,1,בית חנינא - מועדון,,1970,בית חנינא - מועדון,31.83057192,35.20647526
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב - מנהל קהילתי בית צפאפא-שרפאת,בית צפאפא,בית צפאפא דרום,1,מנהל קהילתי בית צפאפא-שרפאת,02-6790717,1985,,31.74841418,35.20415166
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב - תיכון בויאר,בית וגן,תורה ועבודה,1,"ביה''ס תיכון ע''ש מיי בויאר, ירושלים",02-6420026,1970,"ביה''ס תיכון ע''ש מיי בויאר, ירושלים",31.76554695,35.18029526
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב - תיכון רנה קסין,מעלות דפנה,נטר יעקב,1,ביה''ס תיכון ''כל ישראל חברים'' ע''ש רנה קסין,02-5815198,1970,ביה''ס תיכון ''כל ישראל חברים'' ע''ש רנה קסין,31.79530849,35.22453089
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב- מועדון אל אבנא,מזרח ירושלים,א סעדייה,1,אל אבנא - מועדון,02-6282587,1987,,31.78214016,35.23223523
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב פסגת זאב,פסגת זאב,משה דיין,101,עיריית ירושלים,,,,31.8300386,35.25562597
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב תיכון אל מאמוניה,, עלי אבן אבו טאלב,,מנח'י,,,,31.81021347,35.23643632
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  גילה ב' - בי''ס ממ''ד,גילה,האזוב,1,גילה ב' - בי''ס ממ''ד,02-6763505,1970,גילה ב' - בי''ס ממ''ד,31.73533642,35.18885062
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  גילה ג' - בי''ס,גילה,דולב,423,גילה ג' - בי''ס,02-6763969,1970,גילה ג' - בי''ס,31.73245046,35.18853454
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  גילה עירוני י''ז - בי''ס,גילה,ורדינון,21,גילה עירוני י''ז - בי''ס,02-6764166,1970,גילה עירוני י''ז - בי''ס,31.73614885,35.19739806
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  גן בטקין לוינגר,בקעה,גדעון,1,גן בטקין לוינגר,,1970,,31.75950582,35.22103996
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  גן הפעמון,המושבה הגרמנית,דוד המלך,1,גן הפעמון,,1970,,31.76978671,35.22209742
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  גן סאקר,קריית האומה,שד בן צבי יצחק,1,גן סאקר,02-6296666,1970,,31.78169224,35.20657981
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  גן סאקר,קריית האומה,שד בן צבי יצחק,1,גן סאקר,02-6296666,1970,,31.78169224,35.20657981
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  הברר,קטמון,יוסי בן יועזר,20,הברר,02-6788487,1970,,31.75662094,35.20795139
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  הניסויי - בי''ס,מרכז העיר,הלל,30,הניסויי - בי''ס,02-6255160,1970,הניסויי - בי''ס,31.77961718,35.21914318
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  הר נוף - בי''ס ממ''ד לבנים,הר נוף,הרב חי טייב,46,הר נוף - בי''ס ממ''ד לבנים,02-6514850,1970,הר נוף - בי''ס ממ''ד לבנים,31.78340143,35.17131636
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  הרואה - בי''ס ממ''ד,גילה,הגננת,29,הרואה - בי''ס ממ''ד,02-6763580,1970,הרואה - בי''ס ממ''ד,31.72956488,35.19148955
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  הרטמן - בי''ס,קטמון הישנה,קליין שמואל,7,הרטמן - בי''ס,02-6733936,1970,הרטמן - בי''ס,31.76663086,35.21692438
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  הרטמן - בי''ס,קטמון הישנה,קליין שמואל,7,הרטמן - בי''ס,02-6733936,1970,הרטמן - בי''ס,31.76663086,35.21692438
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  התיכון הישראלי למדעים ולאמנויות,גבעת משואה,קוליץ,1,התיכון הישראלי למדעים ולאמנויות,1-800-200-838,1970,התיכון הישראלי למדעים ולאמנויות,31.75165782,35.17681595
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  חוות הנוער הציוני ע''ש ד''ר ישראל גולדשטיין,רסקו,שי עגנון,1,חוות הנוער הציוני ע''ש ד''ר ישראל גולדשטיין,02-6491909,1970,חוות הנוער הציוני ע''ש ד''ר ישראל גולדשטיין,31.75977744,35.20383496
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  חורב - בי''ס ממ''ד,קטמון הישנה,כובשי קטמון,15,חורב - בי''ס ממ''ד,02-5635275,1970,חורב - בי''ס ממ''ד,31.76527848,35.21206849
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  כרמית - פנימיה,"בית הכרם, י. נוף",שדרות הרצל,1,כרמית - פנימיה,02-6413171,1970,כרמית - פנימיה,31.76500363,35.17058403
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  כרמלי - אדם,המושבה הגרמנית,עמק רפאים,22,כרמלי - אדם,02-5632763,1970,כרמלי - אדם,31.76527763,35.22104098
ירושלים,מגרש ספורט משולב – 43X32 מ',מגרש משולב  -  מוריה - מרכז דתי טכנולוגי,מרכז העיר,מלכי ישראל,36,מוריה - מרכז דתי טכנולוגי,02-5380215,1970,מוריה - מרכז דתי טכנולוגי,31.79071047,35.2117538
